Id_bien;Id_codedep_codecommune;No_voie;BTQ;Type_de_voie;Voie;Nombre_de_piece;Surface Carrez du 1er lot;Surface_local;Type_de_location
27134;13213;2;;BD;ISABELLE;3;64,21;63;2
27135;13214;12;;RUE;DES GARDIANS;3;63,67;60;2
27136;14701;5548;;;MONT CANISY;2;42,31;43;2
27137;14754;24;;RUE;BOULARD;1;26,33;26;2
27138;17094;103;;BD;DE LATTRE DE TASSIGNY;2;42;42;2
27139;22054;3;;RUE;NOTRE DAME;3;35,95;36;2
27140;26362;20;;RUE;ALPHONSE DAUDET;3;94,9;95;2
27141;27229;19;;RUE;DU MEILET;1;15,73;15;2
27142;2A247;9368;A;;LDT SANTA GIULIA;3;37,48;35;1
27143;30189;5;;RUE;SAINT YON;1;19,65;19;2
27144;31022;61;;RTE;DE PARIS;2;48,38;46;2
27145;31066;162;;RUE;PRIVAT;2;40,51;42;2
27146;31555;11;;RUE;CLEMENCE ISAURE;1;15,93;17;2
27147;31555;17;;RUE;EDMOND ROSTAND;4;78,88;79;2
27148;31555;64;;RUE;ERNEST RENAN;2;32,7;33;2
27149;31561;11;;RUE;DES TULIPES;3;70,26;70;2
27150;33009;75;;BD;DE L OCEAN;2;37,73;38;2
27151;33096;24;;RUE;RACINE;2;44,9;46;2
27152;33192;183;;RTE;DE PESSAC;2;48,29;48;2
27153;33214;3;;RES;LES HAMEAUX DU GOLF;1;24,44;25;2
27154;33312;8;;RUE;DES CYPRES CHAUVES;3;65,37;64;1
27155;33514;3097;;BD;MARSAN DE MONTBRUN;3;44,56;43;1
27156;33529;20;;RUE;DE L AIGUILLON;1;16,92;16;2
27157;34028;2;;RUE;TOURBELLE;1;56,31;55;2
27158;34172;25;;RUE;ERNEST MICHEL;1;13,7;14;2
27159;34172;18;;RUE;FREDERIC BAZILLE;1;22,78;20;2
27160;34199;10;;RUE;ALFRED SABATIER;3;63,91;62;2
27161;34301;9;;RUE;DU MAIRE AUSSENAC;2;28,16;27;2
27162;35095;74;;RUE;DE PARIS;1;24,9;35;2
27163;35238;31;;RUE;ANDRE DESILLES;1;25,58;30;2
27164;37122;2;;RUE;RENAN;5;80,7;81;2
27165;37122;4;;ALL;ALPHONSE RIVERAIN;5;128,58;94;1
27166;38185;11;;PL;GUSTAVE RIVET;2;63,16;67;2
27167;38185;46;;RUE;ALFRED DE VIGNY;2;64,05;65;2
27168;38185;19;;RUE;AMPERE;1;19,76;18;2
27169;38253;7;;RUE;DES SAGNES;1;13,99;14;2
27170;40088;13;;AV;GEORGES CLEMENCEAU;1;15,07;20;2
27171;40279;58;;RUE;DU CENTRE AERE;2;36,65;37;2
27172;40279;4;B;RUE;MARC ABRAHAM;2;47,84;48;2
27173;40279;526;;AV;DU MAL FOCH;2;46,81;47;2
27174;40296;9001;;RES;DE L EYRE;1;21,6;22;2
27175;40312;9;;PL;ALEXANDRE VIRO;2;45,82;45;2
27176;41018;13;;RUE;DES MINIMES;1;23,03;22;2
27177;41151;11;;AV;ELTVILLE;1;23,27;23;2
27178;42180;125;;RTE;D'AZIEUX;2;51,04;55;2
27179;42187;9001;;;RES EDGAR QUINET;4;62,38;62;2
27180;42218;29;;RUE;DE LA CONVENTION;2;46,94;47;2
27181;42218;2;B;RUE;HECTOR BERLIOZ;1;155;217;2
27182;42218;14;;RUE;RAOUL FOLLEREAU;2;48,33;48;2
27183;42279;16;;RUE;JEANNE D ARC;2;49,97;50;2
27184;44055;77;;AV;LOUIS LAJARRIGE;2;30,33;29;2
27185;44055;14;;ALL;DES FAUNES;3;57,85;56;2
27186;44074;2;;RUE;JEAN JAURES;3;68,61;68;2
27187;44109;54;;RUE;DU CROISSANT;4;80,9;78;2
27188;44109;4;;RUE;LAVOISIER;2;45,22;45;2
27189;44109;11;;RUE;DES CIVELLES;2;16,57;26;2
27190;44109;76;;RUE;DU BOUILLON;4;83,25;83;2
27191;44131;7;;RUE;JOSHUA SLOCUM;3;61,1;61;2
27192;45232;405;;AV;DU LOIRET;4;65,49;63;2
27193;45234;4;;RUE;DES BOUTEILLES;1;16;16;2
27194;47145;19;;AV;MASSENET;3;84,76;75;2
27195;49007;77;B;RUE;DES PONTS DE CE;1;20,15;20;2
27196;50129;3;;RUE;DES MACONS - CHERBOURG;2;32,2;32;2
27197;51108;31;;RUE;DU FBG SAINT ANTOINE;2;48,7;48;2
27198;51108;23;;RUE;JEAN JAURES;5;114,34;122;2
27199;51230;20;;PL;AUBAN MOET;2;31,58;30;2
27200;51454;36;B;RUE;GILBERT;1;18,8;19;2
27201;54099;1;;RES;LE CORBUSIER;4;83;93;2
27202;54263;17;;RUE;DU BOUCAU;3;59,07;56;2
27203;54395;4;B;PROM;EMILIE DU CHATELET;3;71,76;72;2
27204;54578;30;;BD;DES ESSARTS;3;63,18;64;2
27205;56121;63;;RUE;JULES LE GRAND;2;47,22;48;2
27206;58194;20;;RUE;GAMBETTA;1;44,75;25;2
27207;59350;12;B;RUE;MAURICE BERTEAUX;3;58,96;56;2
27208;59350;132;;RUE;ROGER SALENGRO;2;43,92;38;2
27209;60346;53;;RUE;DU GEN LECLERC;3;67,35;71;2
27210;60395;75;;RUE;MARTYRS RESISTANCE;1;21,71;21;2
27211;66003;23;;AV;DU VIEUX PONT;1;26,87;28;2
27212;69244;8;;CHE;DE LA POMME;4;81,53;89;2
27213;69264;15;;PL;CLAUDE BERNARD;3;65,33;71;2
27214;69264;310;;RUE;DE L EGALITE;3;62,23;62;2
27215;69282;26;;RUE;JEAN-LOUIS BARRAULT;4;59,97;59;2
27216;69290;14;;RUE;CHARLES RAVAT;2;58,27;57;2
27217;69381;8;;RUE;GENERAL DE SEVE;3;65,55;70;2
27218;69386;15;;CRS;PT FRANKLIN ROOSEVELT;4;127,93;126;2
27219;70550;11;;RUE;DES BALCONS FLEURIS;3;61,88;63;2
27220;72181;62;;RUE;DE BALYVER;1;35,26;36;2
27221;72181;30;;RUE;DE LA SOLITUDE;3;60,73;59;2
27222;72181;2;;RUE;DU GREFFIER;3;41,6;65;2
27223;73213;3;;RUE;DU VILLARD;4;87,37;85;2
27224;74042;74;;RUE;DES REVEES;3;74,52;75;2
27225;74123;27;;PL;GAMBETTA;3;72,7;72;2
27226;74224;15;;RUE;PERRINE;1;35,02;49;2
27227;74236;58;;RTE;DE LA MOLLAZ;1;18,02;23;2
27228;75101;6;;RUE;DU MARCHE ST HONORE;4;80,79;77;2
27229;75102;84;;RUE;D ABOUKIR;2;41,65;42;2
27230;75104;10;;RUE;SIMON LE FRANC;3;32,8;46;2
27231;75108;17;;RUE;DE CASTELLANE;1;16,54;17;2
27232;75108;9;;RUE;PORTALIS;1;15,79;15;2
27233;75109;100;;RUE;D AMSTERDAM;2;51,08;50;2
27234;75109;46;;RUE;DE LA TOUR D AUVERGNE;3;62,01;61;2
27235;75110;15;;RUE;DU FBG DU TEMPLE;2;33,77;35;2
27236;75110;18;;RUE;ARTHUR GROUSSIER;1;27,14;24;2
27237;75111;92;;RUE;DE LA FOLIE MERICOURT;2;20,68;32;2
27238;75111;16;;RUE;DE LA FOLIE MERICOURT;1;25,91;25;2
27239;75112;9;;RUE;CROZATIER;1;15,13;7;2
27240;75113;67;;RUE;DE TOLBIAC;4;78,17;77;2
27241;75113;16;;RUE;GUYTON DE MORVEAU;1;20,52;19;2
27242;75113;7;;SQ;ALBIN CACHOT;2;36,68;38;2
27243;75113;3;;SQ;ALBIN CACHOT;2;33,08;34;2
27244;75113;40;;BD;ARAGO;1;22,95;20;2
27245;75114;28;;RUE;DE L AUDE;1;19,03;20;2
27246;75114;20;;RUE;EMILE DUBOIS;2;49,76;51;2
27247;75114;14;;RUE;SARRETTE;2;37,24;37;2
27248;75114;5;;RUE;OLIVIER NOYER;1;13,5;13;2
27249;75115;29;;RUE;DOMBASLE;3;67,05;68;2
27250;75115;4;;VLA;POIRIER;1;25,5;20;2
27251;75115;1;;RUE;FREMICOURT;2;44,12;43;2
27252;75116;3;;RUE;EDMOND ABOUT;6;198,84;215;2
27253;75116;63;;AV;RAYMOND POINCARE;5;133,04;129;2
27254;75117;83;;RUE;DE ROME;1;15,62;16;2
27255;75117;11;;RUE;DU DR PAUL BROUSSE;3;48,1;48;2
27256;75117;11;;RUE;LANTIEZ;2;39,3;29;2
27257;75118;52;;RUE;DES ABBESSES;1;18,27;20;2
27258;75118;4;;RUE;DAMREMONT;3;45,47;54;2
27259;75118;109;;RUE;CHAMPIONNET;3;66,1;68;2
27260;75118;9;;RUE;EUGENE SUE;2;35,24;35;2
27261;75118;5;;RUE;NICOLET;3;56;60;2
27262;75118;47;;RUE;MARX DORMOY;1;46,54;48;2
27263;75119;7;;SQ;BOLIVAR;1;22,58;24;2
27264;76351;30;;RUE;BELLEFONTAINE;3;75,59;40;2
27265;77058;3;;RUE;JEAN MONNET;1;18,79;21;2
27266;77083;9;;ALL;CLAUDE BERNARD;2;55,55;50;2
27267;77131;23;B;RUE;NEUVE DES PRES;3;40,19;37;2
27268;77152;593;;RUE;DU BAS MOULIN;3;63,76;69;2
27269;77186;2;;RUE;DES BOIS;2;46,38;46;2
27270;77307;60;;AV;DES FRENES;2;35,03;36;2
27271;77307;8;;RUE;DE PRAGUE;3;64,79;65;2
27272;77333;12;;AV;CARNOT;2;33,62;40;2
27273;77337;4;;ALL;DE PICARDIE;3;67,03;64;2
27274;77457;23;;RUE;GRANDE;2;43,94;43;2
27275;77464;4;;CRS;DES MOUTONS;1;26,67;26;2
27276;78242;4;;RUE;CESAR FRANCK;5;89,76;72;2
27277;78267;10;;RUE;DES SILENES;4;71,74;72;1
27278;78358;2;;RUE;SAINT MARTIN;1;20,41;24;2
27279;78423;17;;RUE;JACQUES CARTIER;1;25,97;26;2
27280;78490;40;;RUE;DU PETIT BOIS;4;82,23;80;2
27281;78545;18;;ALL;PAUL LANGEVIN;5;108,07;107;1
27282;78551;12;;RUE;GAUCHER;5;60,05;95;2
27283;78640;13;;RUE;GRANGE DAME ROSE;6;107,97;107;2
27284;78640;60;;RUE;DE VILLACOUBLAY;3;71,25;70;2
27285;78640;12;;AV;DU GENERAL DE GAULLE;4;74,86;76;2
27286;80649;45;;TSSE;MARCEL VASSEUR;3;33,08;45;2
27287;83009;1388;;BD;DES GRAVIERS;1;29,42;29;2
27288;83047;185;;AV;PASTEUR;3;69,36;70;2
27289;83062;9001;;;IMM LE SEZIO;4;72,01;67;2
27290;83069;7;;AV;MEDITERRANEE;2;32,93;33;2
27291;83091;9001;;RES;DU PARC ALEXANDRE BERTRAND;3;67,11;65;2
27292;83129;100;;ALL;DE LA PINEDE;2;32,83;32;2
27293;83131;184;;IMP;DES RAYNAUDS;5;70,13;73;1
27294;83137;9001;;RUE;LIEUTENANT THIERRY;4;65,86;68;2
27295;83137;177;;RUE;GENERAL MICHEL AUDEOUD;3;64,75;65;2
27296;83144;5001;F;CHE;DU BUCHET;3;56,81;56;2
27297;84007;32;;AV;SAINT RUF;1;21,67;22;2
27298;84019;13;;RUE;FREDERIC MISTRAL;3;60,76;63;2
27299;87085;6;;RUE;DE L ANC ECOLE NORMALE;1;23,23;22;2
27300;88160;38;;PL;D AVRINSART;1;32,74;34;2
27301;88516;80;;AV;BOULOUMIE;1;30,63;14;2
27302;91027;29;;RUE;DE LA PLAINE BASSE;3;61,89;63;1
27303;91129;20;;RUE;DE L EGALITE;2;27,33;50;2
27304;91174;2;;RUE;DE SOISY;1;38,58;50;2
27305;91228;4;;RUE;DES FRERES LUMIERE;1;22,04;20;2
27306;91326;18;;RUE;DE DRAVEIL;1;19,14;19;2
27307;91421;90;;RUE;DE LA JUSTICE;3;5153;53;2
27308;91687;4;;ALL;D'ARTOIS;3;71,84;71;2
27309;92004;12;;AV;FAIDHERBE;2;72,27;73;2
27310;92004;8;B;RUE;DUCHESNAY;3;59,05;59;2
27311;92012;23;;AV;EMILE ZOLA;2;53,33;54;2
27312;92020;9;;RUE;DE L EPARGNE;2;44,62;39;2
27313;92023;34;;RUE;DE LA NOISE;1;18,41;20;2
27314;92026;53;;RUE;EDITH CAVELL;1;16,23;23;2
27315;92040;34;;AV;DU BAS MEUDON;1;25,05;29;2
27316;92040;31;;RUE;DU GOUVERNEUR GAL EBOUE;3;80,89;79;2
27317;92040;12;;RUE;KLEBER;1;55,19;17;2
27318;92040;29;;RUE;VICTOR HUGO;1;18,03;18;2
27319;92044;142;;RUE;DU PDT WILSON;4;86,76;84;2
27320;92048;97;;RUE;DE PARIS;2;69,55;70;2
27321;92049;60;;RUE;GABRIEL PERI;1;12,05;12;2
27322;92049;7;;RUE;DE GENTILLY;3;56,28;57;2
27323;92049;19;;RUE;CARVES;1;26,36;27;2
27324;92051;12;;RUE;SAINT PIERRE;6;154,13;153;2
27325;92051;5;B;RUE;DES DAMES AUGUSTINES;2;38,9;39;2
27326;92060;11;;RUE;DU BOIS DES VALLEES;1;45,05;44;2
27327;92062;5;;AV;GUTENBERG;4;79,28;78;2
27328;92062;27;;RUE;ROQUE DE FILLOL;3;62,13;63;2
27329;92062;4;;RUE;EUGENE EICHENBERGER;2;36,45;37;2
27330;92063;15;;RUE;FRANCOIS JACOB;1;32,65;30;2
27331;92063;22;;RUE;SOPHIE RODRIGUES;1;39,14;27;2
27332;92072;14;;RUE;DE VILLE D AVRAY;6;68,91;147;2
27333;92073;4;;PL;DU GENERAL LECLERC;5;108,19;111;2
27334;92075;14;;RUE;EUGENE BAUDOUIN;2;31,14;35;2
27335;92075;30;;RUE;JEAN JAURES;1;25,87;27;2
27336;93005;75;;RUE;LEGENDRE;3;64,78;64;2
27337;93047;2;;PL;JACQUELINE AURIOL;2;39,16;39;2
27338;93048;22;;RUE;DE LA REVOLUTION;1;112,62;54;2
27339;93055;56;;RUE;CARTIER BRESSON;3;40,5;39;2
27340;93066;8;;RUE;AUGUSTE DELAUNE;4;83,87;86;2
27341;94004;18;;BD;LEON REVILLON;1;25,37;26;2
27342;94017;109;;AV;DU GENERAL LECLERC;4;69,1;72;2
27343;94034;2;;RUE;ROGER SALENGRO;3;65,61;64;2
27344;94046;78;;AV;DE LA REPUBLIQUE;2;46,09;42;2
27345;94056;31;;RES;LES ROSES;5;96,03;104;1
27346;94058;1;;RUE;DU CANOTAGE;1;29,26;29;2
27347;94068;158;;AV;DU GENERAL LECLERC;3;55,01;53;2
27348;94068;158;;AV;DU GENERAL LECLERC;3;46,48;33;2
27349;94068;3;;AV;LEOPOLD SEDAR SENGHOR;3;70,2;70;2
27350;94069;6;;AV;MAL DE LATTRE DE TASSIGNY;3;71,78;72;2
27351;94073;58;;AV;DE VERSAILLES;4;66,94;65;2
27352;94080;60;;RUE;DE STRASBOURG;3;57,22;57;2
27353;94080;18;;RUE;DES VIGNERONS;1;20,57;21;2
27354;95127;3;;RUE;LEBON;1;16,11;16;2
27355;95127;31;;RUE;DE L AVEN;1;28,14;28;2
27356;95127;1;;RPT;DE L AUBE;3;64,34;63;2
27357;95197;38;;RUE;HAUTE;2;13,17;38;2
27358;95252;44;;;PETIT CHEMIN DU BEL AIR;4;77,78;77;2
27359;95388;6;;PL;DES NOYERS;4;83;84;2
27360;95427;245;;RUE;D EPINAY;4;80,23;80;1
27361;95491;9001;;RES;DES HAUTS ST NICOLAS;4;80,25;78;2
27362;95500;11;;RUE;DE L HOTEL DE VILLE;2;35,32;32;2
27363;95607;74;;CHS;JULES CESAR;2;48,62;51;2
27364;01034;386;;CHE;DES SOUPIRS;3;63,17;63;2
27365;01173;27;;RLE;DE L EGLISE;3;46,12;53;2
27366;02226;36;;RUE;DU MOULIN BOTTE;2;50,16;43;2
27367;02722;18;;RUE;QUINQUET;5;121,9;122;2
27368;04070;9482;;RES;LE VALLON DES SOURCES;2;30,47;30;2
27369;04209;118;;RUE;POTERIE;3;44,44;35;2
27370;04245;6;;;ANCIENNE RTE D FORCALQUIER;3;80,26;80;2
27371;06088;30;;RUE;CHATEAUNEUF;2;46,81;47;2
27372;06088;39;;RUE;GIOFFREDO;2;53,08;52;2
27373;06132;62;;RUE;LIEUTENANT JEAN REVELLI;2;72,95;43;2
27374;06149;16;;AV;DU CHATEAU;2;34,81;36;2
27375;11262;10;;QUAI;D'ALSACE;1;31,53;31;2
27376;11262;1;B;RUE;DU COMMERCE;1;40,12;39;2
27377;13016;13;;RUE;MMRS BOYER;2;55,13;78;2
27378;13022;3;;AV;AUGUSTE FAVIER;2;56,75;57;2
27379;13028;12;;RUE;DES COMBATTANTS;1;24,3;25;2
27380;13075;6040;Z;AV;PASTEUR;3;51,84;52;2
27381;13201;135;;BD;LONGCHAMP;3;102,2;89;2
27382;13203;200;;BD;NATIONAL;2;42,52;42;2
27383;13206;34;;RUE;JEAN ROQUES;2;27;27;2
27384;13209;3;;AV;DE LA FARINIERE;3;66,06;65;2
27385;13209;22;;SQ;MICHELET;4;78,08;79;2
27386;13210;116;;BD;MIREILLE LAUZE;3;62,8;63;2
27387;13211;134;;TRA;DE LA PENNE;3;53,85;54;1
27388;13213;16;;PL;DES HEROS;2;32,84;31;2
27389;13213;10;;RUE;FRANCOIS CANAC;3;62,2;62;2
27390;13213;40;;AV;ESCAD NORMANDIE NIEMEN;1;18,09;19;2
27391;14118;28;;RUE;GENERAL MOULIN;2;40,28;40;2
27392;14715;15;;RUE;MAURICE VINCENT;1;14,73;16;2
27393;14754;9031;;RES;LES JARDINS DE LA PLAGE;2;22,34;22;2
27394;14754;6436;;VC;RES LES PORTES DE LA MER;3;35,67;41;2
27395;18033;45;;RUE;HENRI SELLIER;3;68,78;72;2
27396;22106;12;;RUE;FRANCOIS MARIE LUZEL;3;59,55;59;2
27397;22278;7;;PL;DE LA LIBERTE;2;52,56;62;2
27398;25056;39;;RUE;DU VERNOIS;5;80,28;82;2
27399;25056;6;;AV;DE BOURGOGNE;2;48,86;48;2
27400;25127;6;;RUE;DU CHATEAU;4;120,68;141;2
27401;26116;2;B;RUE;DE L ENCLOS;3;53,72;53;2
27402;27229;98;;AV;MARECHAL FOCH;2;17,44;11;2
27403;30133;315;;AV;DU MAIL;1;35,61;35;2
27404;30189;2;B;RUE;DU MAIL;1;19,36;21;2
27405;30203;5081;;;LES CALLADES;1;100,45;30;2
27406;31069;9;;RUE;GEORGES GAY;3;66,36;62;2
27407;31555;5;;RUE;MARTYRS DE LIBERATION;2;53,15;35;2
27408;31555;37;;ALL;DE BRIENNE;2;37,33;37;2
27409;33063;7;;RUE;RIAUSAC;2;32,73;36;2
27410;33063;15;;RUE;BILLAUDEL;3;87,28;83;1
27411;33063;17;;RUE;PRUNIER;6;154,23;167;2
27412;33096;72;;AV;AUSTIN CONTE;2;50,65;50;2
27413;33140;5000;;PARC;DE LA VERRERIE;4;82,97;83;1
27414;33162;73;;RUE;DU MONTALIEU;2;43,69;43;2
27415;33203;9001;;RES;BABORD;3;35,04;32;2
27416;33535;67;;AV;DES TROIS LIEUES;2;86,36;85;1
27417;33550;9001;;RES;SARCIGNAN;5;75,3;75;2
27418;34172;1235;;RUE;DE BUGAREL;3;63,03;63;2
27419;34299;17;;RUE;DU FRERE OLIVE JEAN PIERRE;2;35,89;36;2
27420;35047;14;;PL;DU VERT BUISSON;2;57,32;57;2
27421;35126;9037;;;LES GREES MADAME;3;50,97;70;2
27422;35288;2;;RUE;DES 6 FR RUELLAN;3;55,37;44;2
27423;37172;15;;RUE;FELIX NADAR;2;41,1;41;2
27424;37261;41;;RUE;FRANKLIN ROOSEVELT;4;83,27;83;2
27425;38185;3;;RUE;SIDI BRAHIM;1;38,54;39;2
27426;38185;126;;CRS;BERRIAT;3;70,38;61;2
27427;39013;;;;LA VILLE;3;73,5;69;2
27428;40046;30;;RUE;DU CAPITAINE NEMO;3;63,09;62;2
27429;40065;5;;RUE;DU GENERAL DE GAULLE;1;27,54;28;2
27430;40088;3;;RUE;DES MARAICHERS;2;37,16;37;2
27431;40209;789;;AV;DU 8 MAI 1945;4;98,91;88;1
27432;42097;1;;PL;DU VERNE;4;89,72;90;1
27433;42187;22;;RUE;PASTEUR;4;113,11;108;2
27434;42218;3;;RUE;BONNASSIEUX;2;23,72;25;2
27435;42285;2;A;PL;JEAN MICHALON;3;62;72;2
27436;44087;8;;RUE;ALEXANDRE RIOU;4;102,22;99;2
27437;44162;5;;AV;DE LA BARAUDIERE;4;71,85;70;2
27438;45224;1;;RUE;GIRARD;4;85,59;50;2
27439;45234;2;;ALL;DES MARRONNIERS;5;96;97;2
27440;48096;1;;RUE;DU PONT DES ARTS;5;21,38;90;2
27441;49328;16;;RUE;SAINT NICOLAS;3;36,23;53;2
27442;51454;51;;BD;ROBESPIERRE;3;70,4;70;2
27443;51454;7;C;RUE;DE LA POMPELLE;5;138,2;123;1
27444;51506;22;;AV;LE CORBUSIER;1;27,32;28;2
27445;54115;;;RUE;DE FROUARD;4;76,11;78;2
27446;54273;13;B;RUE;DES FRERES DAUM;5;108,03;107;1
27447;54395;22;;RUE;DE LA SALLE;3;76,82;90;2
27448;56063;3;;VEN;DE LESBIN;2;69,67;70;2
27449;56107;10;;RUE;DU PORT;0;14,54;15;2
27450;59350;33;;RUE;JEAN DEWASNE;4;72,44;72;1
27451;59368;1;;RUE;DU JARDIN DE L ARC;3;66,73;61;2
27452;60141;32;;RUE;DE CREIL;1;26,5;19;2
27453;60612;8;;RUE;AUX COQUILLES;1;18,95;22;2
27454;62291;5001;F;RES;OPALE;2;48,02;47;2
27455;69029;186;;AV;FRANKLIN ROOSEVELT;1;23,55;22;2
27456;69086;65;;RUE;DES GLYCINES;3;123,33;90;2
27457;69176;12;;PL;DU 11 NOVEMBRE 1918;3;51,19;54;2
27458;69264;437;;RUE;DE BELLEVILLE;2;41,31;41;2
27459;69286;7;;PL;GEORGE SAND;5;86,95;87;2
27460;69384;28;;RUE;ROUSSY;3;53,07;54;2
27461;70550;14;;RUE;BARON BOUVIER;1;33,71;34;2
27462;72181;2;;AV;BOLLEE;1;19,95;33;2
27463;74136;7030;;RTE;DU CHINAILLON;4;73,46;74;2
27464;75103;314;;RUE;SAINT MARTIN;3;67,9;67;2
27465;75107;15;;RUE;DE LILLE;1;25,14;36;2
27466;75109;8;;RUE;DE PARME;2;31,07;33;2
27467;75109;18;;RUE;LA BRUYERE;3;59,47;56;2
27468;75109;35;;RUE;DES MARTYRS;1;9,73;10;2
27469;75110;11;;RUE;D HAUTEVILLE;1;11,52;12;2
27470;75112;255;;AV;DAUMESNIL;1;13,08;13;2
27471;75113;23;;VLA;D ESTE;2;43,14;43;2
27472;75113;43;;RUE;DE LA BUTTE AUX CAILLES;1;31,04;30;2
27473;75113;67;;RUE;PASCAL;1;19,39;16;2
27474;75114;62;;RUE;REMY DUMONCEL;3;63,03;55;2
27475;75114;18;;RUE;DE L ABBE CARTON;1;37,49;11;2
27476;75115;87;B;RUE;BLOMET;2;36,69;36;2
27477;75115;89;;AV;EMILE ZOLA;4;101,41;100;2
27478;75115;36;;RUE;FONDARY;4;68,9;71;2
27479;75116;121;;BD;MURAT;4;81,85;84;2
27480;75116;7;;RUE;DES EAUX;4;112,66;112;2
27481;75116;51;;AV;FOCH;2;41,88;43;2
27482;75117;79;;AV;NIEL;1;18,83;20;2
27483;75117;106;;AV;DES TERNES;1;16,06;19;2
27484;75117;65;;RUE;DE LEVIS;1;25,6;23;2
27485;75117;138;;RUE;CARDINET;2;34,32;35;2
27486;75118;24;;RUE;DES TROIS FRERES;3;47,6;49;2
27487;75118;9;;RUE;MULLER;2;29,04;29;2
27488;75118;52;;BD;BARBES;1;10,08;10;2
27489;75118;50;;AV;PTE DES POISSONNIERS;1;18,4;18;2
27490;75120;94;;RUE;HAXO;4;136,47;136;2
27491;75120;34;;RUE;SORBIER;3;51,04;54;2
27492;75120;36;;RUE;SORBIER;2;59,61;58;2
27493;75120;22;;RUE;DE LA REUNION;3;71,26;75;2
27494;76351;57;;RUE;GUILLEMARD;4;38,8;92;2
27495;77018;10;;RUE;DES FRICHES;5;96,98;90;1
27496;77142;33;;PL;DU MARCHE;2;64,93;65;2
27497;77280;9;;GR;GRANDE RUE;3;61,17;60;2
27498;77305;31;;RUE;JEAN JAURES;1;10,59;10;2
27499;77373;37;;AV;CHARLES ROUXEL;1;32,43;33;2
27500;77468;6;;IMP;DES PATIS;4;94,19;87;1
27501;78073;2;;RUE;MAURICE RAVEL;3;53,09;52;2
27502;78146;1;;RUE;DU DOCTEUR ROCHEFORT;3;69,93;72;2
27503;78358;27;B;RUE;ETIENNE PEROUX;3;79,63;80;2
27504;78358;28;;AV;FRANCOIS MANSART;3;53,26;54;2
27505;78382;21;;SEN;DU HAUT DES BUIS;5;179,99;106;1
27506;78423;9;;AV;DE LA SOURCE;3;72,2;73;2
27507;78490;5;;AV;DE SAINT GERMAIN;2;44,36;46;2
27508;78551;5;;RUE;DE PONTOISE;4;70,93;80;2
27509;78646;27;T;RUE;DE NOAILLES;3;68,96;63;2
27510;78686;99;;AV;DU GENERAL LECLERC;1;27,46;27;2
27511;83009;5;;RUE;JENNER;4;74,7;82;2
27512;83009;43;;RUE;DU DOCTEUR LOUIS MARCON;3;58,43;54;2
27513;83009;2;;ALL;DES FAUVETTES;2;49,03;48;2
27514;83062;185;;BD;MICHEL ZUNINO;3;58,71;59;2
27515;83069;4;;ALL;DES CAMPANIERES;4;83,04;92;2
27516;83123;36;;RUE;DE LA PRUD HOMIE;1;32,75;25;2
27517;83126;707;;AV;CHARLES DE GAULLE;1;11,33;10;2
27518;83129;9001;;RES;LES DELPHES;3;61,89;77;2
27519;83129;11;;CHE;DE REPENTANCE;1;25,03;25;2
27520;83137;1;;IMP;DES PALMIERS;4;101;103;1
27521;83137;9001;;RUE;GUSTAVE GARAUD;4;84,62;90;2
27522;83137;84;;CRS;LAFAYETTE;1;40,61;44;2
27523;83137;9;;RUE;JEANNE D ARC;2;48,7;45;2
27524;84007;2;A;RUE;MAURICE UTRILLO;2;35,25;37;2
27525;84087;14;I;IMP;PAUL MARIETON;3;69;72;2
27526;85234;253;;ESP;DE LA MER;2;57,16;54;2
27527;85234;177;;ESP;DE LA MER;2;43,7;41;2
27528;86207;18;;BD;VICTOR HUGO;3;71,65;74;2
27529;90010;3;;RUE;DE BERNE;4;63,26;64;2
27530;91064;76;;RUE;DE PARIS;4;77,43;77;1
27531;91114;27;;RUE;DES GODEAUX;3;56,4;57;2
27532;91174;7;B;RUE;DU PERE LEGRIS;1;18,7;18;2
27533;91215;3;;RUE;DU BOISSELET;5;86,4;91;2
27534;91223;4;;RUE;DE LA PLATRERIE;3;52,19;56;2
27535;91223;;;IMP;AUX CERFS;2;48,5;48;1
27536;91228;20;;ALL;JEAN ROSTAND;3;60,59;69;2
27537;91228;37;;BD;DECAUVILLE;1;19;18;2
27538;91421;1;;RUE;PIERRE;2;27,55;35;2
27539;91645;18;;RUE;ANTONY;4;120,25;120;2
27540;92012;64;;RUE;DES PEUPLIERS;1;14,59;10;2
27541;92012;74;;RUE;DANJOU;3;51,64;51;2
27542;92012;2;B;RUE;DES ABONDANCES;2;59,28;59;2
27543;92014;83;;BD;DU MARECHAL JOFFRE;4;65,92;65;2
27544;92019;55;;RUE;MARC SANGNIER;5;78,55;82;2
27545;92024;2;;AV;ANATOLE FRANCE;2;35,95;35;2
27546;92026;12;;RUE;DES LILAS D ESPAGNE;4;91,06;89;2
27547;92035;33;;RUE;CAMBON;4;62,54;63;2
27548;92040;1;;RUE;RENE JACQUES;3;62,76;63;2
27549;92044;86;;RUE;JULES GUESDE;2;50,18;50;2
27550;92049;2;;RUE;BARBES;1;18,11;18;2
27551;92049;1;;RUE;ARTHUR AUGER;2;49,03;49;2
27552;92062;23;;RUE;LOUIS POUEY;1;18,54;19;2
27553;92063;7;;RUE;HERVET;3;63,95;65;2
27554;92063;52;;RUE;DES ORTIES;4;63,84;63;2
